Labels,text_en
MOSTLY TRUE,"in regards to reopening the economy during the covid-19 pandemic, the former ceo of wells fargo stated, ""we’ll gradually bring those people back and see what happens. some of them will get sick, some may even die, i don’t know."""
FALSE,descent of the algerian police in algiers because of the breach of containment
FALSE,"luciano hang donated 90 respirators to sus, justus 1.5 million, eduardo costa 2.5 million. left and did what?"
FALSE,maximum infection of coronavirus stage will last until april 3
FALSE,ministry of health of peru and who recommend ginger to ward off the covid-19
FALSE,coronavirus was created in the laboratory by the chinese communist party
FALSE,spanish police beating people who are violating coronavirus curfew
FALSE,video of a mass prayer offered in italy in the light of coronavirus outbreak in the country
FALSE,young boy commites suicide after jumping off a building after he loses his family to coronavirus
FALSE,images of kolkata during nationwide coronavirus lockdown
FALSE,bill gates would have predicted that the pandemic would coronavirus 65 million dead and would have created a vaccine to eradicate africans
MOSTLY FALSE,"harvard university professor charles lieber, the fbi arrested as they relate to the manufacture of the corona virus covid-19"
FALSE,photo claims of a strange child born in ajmer told tactic to avoid corona virus
MOSTLY FALSE,dead body of a covid-19 patient transmits the novel coronavirus
TRUE,"a newspaper clipping from 1918 documents a ""public notice"" from the city of kelowna, british columbia, announcing that schools, movie theaters, and other public places would be closed to prevent the spread of ""spanish influenza."""
FALSE,fact check: what is transmitted in the air corona virus? who has told the truth
FALSE,democrats in new york stashed ventilators in a warehouse in an effort to make the covid-19 pandemic worse.
TRUE,"the empire state building displayed a red and white ""siren"" light during the covid-19 pandemic."
FALSE,"the coronavirus aid, relief, and economic security (cares) act included a $25 million raise for members of the u.s. house of representatives."
FALSE,52 group admins were detained at dadar cyber crime police station for whatsapp posts on coronavirus
FALSE,a video purporting to show panic-stricken travellers infected with coronavirus disease at an airport has been shared hundreds of times on facebook. these images are actually taken from a security exercise simulating a hostage-taking at dakar airport in november 2019.
FALSE,buckingham palace has announced that the queen tested positive for coronavirus
TRUE,the u.s. sent nearly 17.8 tons of donated medical supplies to china to combat the spread of the novel coronavirus in early 2020.
FALSE,didier raoult urged africans not to take a vaccine against the coronavirus
FALSE,"it is spreading fast on social networks, which virus, a video ......"
FALSE,who backs off and says governments should think about who needs to ensure the daily bread
FALSE,"sibeth ndiaye says that ""wearing a mask is useless"" against the covid-19, but will become mandatory but ""as soon as stocks are replenished"""
FALSE,claim: to put a whole onion in every room at house prevent the virus.
FALSE,claim: the video shows an aid campaign organized for the covid-19.
FALSE,men in videos against economic problems of quarantine are not the 'owner of carrefour'
FALSE,this spanish politician said that cristiano ronaldo and lionel messi should find the cure for coronavirus
FALSE,video of a foray into quarantine by the coronavirus in mexico
FALSE,claro internet service collapse message
FALSE,"images show money on the streets, discarded by italians due to covid-19"
FALSE,"there is a cure for covid-19, it is not a new disease."
FALSE,this photo shows bodies of the coronavirus victims in italy
FALSE,Police in Mumbai has caught 52 Whatsapp group administrators for spreading misinformation
FALSE,"images show money on the streets, discarded by italians due to covid-19"
FALSE,are licking muslim people pot to disperse corona
FALSE,"a new virus, named hantavirus, has emerged in china"
FALSE,because coronavirus: hong kong people destroy the 5g masts
MOSTLY FALSE,picture shows singapore hospital converting car park into wards during covid-19 pandemic
FALSE,"a new virus, named hantavirus, has emerged in china"
TRUE,u.s. president donald trump golfed several times and held a number of rallies after learning about the threat of the coronavirus.
FALSE,the netherlands did not quarantine and not closed a store
FALSE,india is leading a coronavirus task force consisting of 18 countries
FALSE,video shows muslims licking utensils in a mosque to spread coronavirus
FALSE,alcohol helps against coronaviruses
FALSE,"all infected covid 19 are cured in blumenau, santa catarina, including an elderly 72 years"
FALSE,detainee released for fear of coronavirus is arrested with large quantities of drugs and weapons
TRUE,countries without quarantine: south korea
FALSE,there is a us patent for the novel coronavirus and a european one for a vaccine to prevent it
FALSE,a facebook post claims there is a link between new zealand’s four-week coronavirus lockdown and the installation of 5g towers.
FALSE,mcdonald’s is reopening in the uk from monday 6 april.
MOSTLY FALSE,corona virus can be killed by the consumption of foods containing alkaline ph higher than the ph of the virus
FALSE,the coronavirus covid-19 was created in a laboratory
FALSE,"a video shows overcrowding in st mary’s hospital, london and covid-19 patients lying on the floor in corridors."
MOSTLY FALSE,"“’against the background of the severe epidemiological situation in america, the russian side offered assistance in the form of medical equipment and protective equipment,’ he [peskov] said, noting that the u.s. president gratefully accepted this humanitarian assistance.”"
FALSE,the cure for c19 virus or how to eliminate it has been achieved. the information comes from israel; this virus caused no death.
FALSE,"""everyone in israel drinks a cup of hot water with lemon and a little baking soda at night, as this is proven to kill"" coronavirus, and has prevented covid-19 deaths in israel."
FALSE,says covid-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”
FALSE,“queen elizabeth tests positive for covid-19.”
FALSE,this picture is of a dead person on the street coronavirus italy
FALSE,china and japan were 'free' of covid-19 as of march 2020
FALSE,who has advised against consuming baked items.
FALSE,people with pre-existing respiratory conditions will be given “rescue packs” by their gps in australia during the novel coronavirus pandemic
FALSE,world health organization warns against eating cabbage during covid-19 pandemic
FALSE,chinese muslims perform mass friday prayer despite covid-19 epidemic
FALSE,this is photo of italian doctor couple who died of novel coronavirus after contracting the disease from the patients they treated.
FALSE,video claims shah rukh khan donated 45 crores to pakistan for combating coronavirus
MOSTLY FALSE,men licked plates to spread the novel coronavirus
FALSE,"financier george soros owns the lab in wuhan, china, where the covid-19 coronavirus disease was ""developed."""
FALSE,the un is in charge of distributing these foods during isolation
FALSE,video shows muslim eatery staff in india deliberately blow into food packets
FALSE,india today graphic says lockdown extended to may 4
FALSE,"according to a who report, the novel coronavirus stays on cabbage for 30 hours. therefore, people are advised to stay away from cabbage."
FALSE,18 european arrest illegal migrants trying to enter the ivorian territory by the coastal town of sassandra.
FALSE,people with pre-existing respiratory conditions in australia will be given a rescue pack of medication from their general practitioners during the novel coronavirus pandemic.
